trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
317465,1083,2050,2,1,835.0,27672.0,0,6,1474237
441383,1499,2041,0,3,2800.0,59285.2,1,0,0
3419914,11349,1474,2,4,2400.0,31457.3,1,0,0
2448791,8073,1804,2,1,695.0,63053.3,5,4,14566856
3456418,9199,1672,0,0,35.6,816.1,7,0,0
753282,2569,1995,2,4,5700.0,20982.3,1,0,0
126139,425,1802,2,1,2390.0,32675.4,5,10,21181220
1470517,5011,1183,0,3,14814.0,76337.3,1,0,0
574012,1953,1976,2,4,30.0,41525.9,6,0,0
499057,1700,1651,2,4,16600.0,42943.3,1,0,0
60439,201,1570,2,4,2500.0,26422.8,1,0,0
38974,126,637,2,4,14.6,18693.7,6,0,0
2820350,9337,2023,2,4,2100.0,25222.4,1,0,0
593693,2022,1533,0,2,4652.0,27641.6,2,7,29230445
1269987,4342,1934,2,4,20200.0,94222.6,1,0,0
659226,2250,1806,2,5,1300.0,55497.7,1,0,0
761698,2599,1369,0,3,12400.0,31483.6,1,0,0
709389,2427,624,1,4,4356.0,40826.2,1,0,0
3608304,2367,2098,0,0,213.6,52891.6,7,0,0
686192,2343,1562,2,1,4139.0,40887.1,8,6,67309921
636448,2173,1810,2,4,450.0,33192.3,1,0,0
214521,728,1837,2,4,1300.0,21305.0,1,0,0
517707,1768,1403,2,4,4900.0,42240.2,1,0,0
32133,103,1580,2,4,14.6,78724.4,6,0,0
3662168,3999,607,0,0,128.6,30655.6,7,0,0
963414,3283,1215,2,4,14.6,32769.2,6,0,0
2505253,8268,1777,0,3,1300.0,32179.2,1,0,0
218347,742,1095,2,4,1040.0,22515.2,1,0,0
3585149,1667,1491,0,0,124.0,20151.2,7,0,0
3460562,1945,1519,0,0,209.9,53789.3,7,0,0
945759,3224,1832,2,4,1120.0,24623.4,1,0,0
1153927,3947,1429,2,4,14.6,49642.3,6,0,0
3477399,8899,1246,0,0,306.9,72277.3,7,0,0
1018081,3478,671,0,3,2300.0,23812.5,1,0,0
397350,1352,2080,2,1,3445.0,57202.0,0,12,39692401
48360,162,1466,0,2,5188.0,40827.4,2,7,66186195
219916,747,280,0,3,2700.0,22293.8,1,0,0
447718,1520,1276,2,4,14.6,23257.2,6,0,0
175025,588,822,0,3,1100.0,29745.7,1,0,0
977714,3332,2129,2,4,14.6,49474.2,6,0,0
3445462,377,1672,0,0,172.9,100023.3,7,0,0
893681,3047,1070,0,2,3474.0,24305.7,1,6,47210419
3450216,4128,1945,0,0,83.8,17410.1,7,0,0
294856,1006,1453,2,4,360.0,33173.0,1,0,0
440379,1496,2055,2,4,7700.0,17779.6,1,0,0
978005,3335,1377,0,2,3255.0,19083.4,1,11,27600163
2780646,9203,1953,2,4,11900.0,48577.8,5,0,0
1534915,5228,459,0,2,49681.0,95818.8,1,5,98379885
490907,1675,1738,2,1,2125.0,20212.7,5,4,17588830
795889,2711,698,2,4,14.6,33861.6,6,0,0
847284,2885,1808,2,1,7905.0,69497.8,5,5,81014710
340830,1157,1208,2,4,4300.0,24358.2,1,0,0
512324,1754,1835,2,4,2100.0,49312.5,1,0,0
3558054,846,1580,0,0,83.0,19783.9,7,0,0
743882,2540,2037,2,4,14.6,41366.5,6,0,0
78564,261,1733,2,4,14.6,17322.9,6,0,0
97312,333,1865,0,2,2998.0,16983.3,1,11,20351964
1168077,4003,1740,0,3,41008.0,99430.9,1,0,0
796303,2712,303,2,4,14.6,30015.4,6,0,0
983535,3355,1472,2,4,880.0,45636.2,1,0,0
3519811,10266,1611,0,0,75.9,27359.3,7,0,0
940490,3210,729,2,4,14.6,73030.6,6,0,0
420720,1426,1611,2,4,14.6,18501.7,6,0,0
1281361,4383,1673,0,3,5385.0,37234.9,1,0,0
537023,1828,1835,2,1,4036.0,40475.2,5,3,60668200
188625,638,1154,2,4,14.6,33830.6,6,0,0
479919,1635,972,2,4,14.6,35536.1,6,0,0
1781417,6040,1895,2,1,2635.0,39451.1,5,11,45750951
144295,484,2107,2,1,108.0,19037.6,3,4,17417866
941463,3213,946,0,2,3068.0,22631.4,1,3,66762119
1006715,3437,1966,2,4,12000.0,54415.7,1,0,0
663495,2265,1976,2,4,14.6,23664.4,6,0,0
694838,2376,1713,2,4,17500.0,34706.9,1,0,0
3606189,2306,1794,0,0,94.6,22122.3,7,0,0
1311481,4478,364,2,4,14.6,55841.3,6,0,0
3617113,2619,1856,0,0,114.7,24370.7,7,0,0
444353,1511,777,1,4,6199.0,83559.9,1,0,0
417683,1416,1032,2,4,4500.0,32276.3,1,0,0
3459777,150,2037,0,0,128.0,35094.2,7,0,0
2288198,7546,1611,2,4,14.6,28646.8,6,0,0
169133,566,1996,0,3,6820.0,75504.7,1,0,0
1096810,3748,802,2,1,308.0,18755.4,1,9,77061086
772806,2638,1418,2,5,800.0,43949.8,1,0,0
1109058,3787,1351,2,1,4407.0,63369.5,5,3,96782379
3608528,2376,1641,0,0,117.7,21518.8,7,0,0
2730676,9034,798,2,1,4697.0,17735.2,5,13,1820415
928236,3164,2142,2,1,433.0,36343.4,0,12,37334716
2963589,9814,1968,0,3,39540.0,99038.3,1,0,0
1163864,3984,1625,0,2,4041.0,22931.2,2,2,22091067
511290,1750,771,0,3,24863.0,49469.8,1,0,0
1424340,4852,1258,2,1,5925.0,36297.3,8,13,98242383
755780,2579,2106,0,3,4032.0,36724.8,1,0,0
835008,2841,1033,2,4,14.6,25949.6,6,0,0
3529368,11320,272,0,0,38.2,39537.7,7,0,0
1263567,4321,2183,2,4,8100.0,94551.4,1,0,0
3665004,4475,2068,0,0,131.7,35340.3,7,0,0
2775924,9188,1710,2,1,66.0,45092.4,3,8,96138745
3637169,3229,1276,0,0,227.4,52483.0,7,0,0
542665,1845,1976,2,4,14.6,87581.8,6,0,0
44274,148,1772,2,1,89.0,20097.5,1,4,99004148
3625135,2863,1764,0,0,179.4,44133.7,7,0,0
1133885,3874,1872,0,3,7300.0,35608.8,1,0,0
1067193,3646,1794,2,4,30.0,83170.9,6,0,0
3590266,1816,941,0,0,61.7,15415.0,7,0,0
3498332,8261,1733,0,0,68.4,22319.0,7,0,0
1059931,3623,1646,0,2,3893.0,27799.0,1,3,61949133
3646986,3542,698,0,0,84.4,20280.6,7,0,0
55869,187,712,0,2,4197.0,19503.8,2,5,69323509
420559,1426,1346,0,2,4022.0,18084.6,2,5,11383384
3410762,11320,791,2,4,1080.0,36591.7,1,0,0
3572349,1273,1856,0,0,253.8,53295.9,7,0,0
590519,2010,1469,0,2,5815.0,19745.9,2,7,31698858
208915,709,941,2,4,14.6,18950.7,6,0,0
2439112,8041,1486,2,4,5700.0,37154.8,1,0,0
3462980,2659,1672,0,0,151.0,36074.9,7,0,0
600950,2046,1897,0,2,3110.0,19163.6,1,6,38624864
3534622,123,303,0,0,88.2,20761.8,7,0,0
1321547,4511,628,2,4,4800.0,22358.4,1,0,0
387818,1318,2185,0,3,14557.0,34116.9,1,0,0
3545618,454,1094,0,0,114.7,26426.5,7,0,0
1215165,4159,1185,2,4,14.6,38986.6,6,0,0
809096,2758,376,0,3,7039.0,24143.9,1,0,0
