trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
694897,2377,923,0,2,4393.0,21900.3,2,1,86304866
48017,161,2016,0,2,4419.0,21559.8,2,7,61771410
750472,2559,978,0,3,11268.0,43714.1,1,0,0
578031,1967,1253,2,4,37500.0,61511.2,1,0,0
67309,224,2110,2,1,3503.0,16370.0,5,3,63218277
365023,1240,1954,2,4,8100.0,25930.5,1,0,0
1071728,3661,1703,2,4,14.6,16669.7,6,0,0
869724,2962,846,0,3,31266.0,90044.7,1,0,0
1139182,3893,2166,2,4,2720.0,24405.3,1,0,0
1165974,3995,1641,2,4,14.6,29080.2,6,0,0
3519933,10280,2068,0,0,263.2,62086.7,7,0,0
219056,744,735,2,4,1120.0,22548.6,1,0,0
666863,2276,1717,2,1,1615.0,38346.3,5,7,86481719
772837,2638,1063,2,4,14.6,42061.8,6,0,0
569941,1939,1580,2,4,30.0,42325.0,6,0,0
3468769,4121,2190,0,0,71.9,17526.4,7,0,0
3646481,3526,1856,0,0,236.2,78278.8,7,0,0
3586337,1698,1703,0,0,181.8,37312.3,7,0,0
3395381,11271,1769,2,1,516.0,26684.7,3,5,36822885
171845,576,983,0,2,6207.0,29383.9,2,13,30300313
3249428,10789,1806,2,1,10340.0,43866.6,5,4,34503346
418763,1420,1740,2,1,1794.0,21115.6,5,9,22850889
163357,545,910,2,4,14.6,25981.6,6,0,0
914618,3117,833,2,1,3570.0,18895.1,5,8,41120845
2434995,8027,2047,2,4,30500.0,56125.3,1,0,0
248342,854,2106,0,3,10405.0,38069.6,1,0,0
808280,2754,1651,2,1,2882.0,19639.8,5,7,10118246
3664260,4408,515,0,0,65.0,48398.0,7,0,0
3612902,2501,1002,0,0,202.8,44755.5,7,0,0
3382370,11231,2139,2,1,9783.0,9039.2,5,1,4824811
668102,2281,2112,2,1,5720.0,27306.0,5,13,7258689
267106,914,2076,2,1,2298.0,20985.6,1,11,90846919
812067,2767,1892,2,1,1275.0,41247.9,3,4,97537642
568266,1934,1775,2,1,1167.0,78246.0,0,11,50147646
645919,2206,1953,2,1,3930.0,47997.1,5,3,11714333
1271038,4346,1519,2,4,14.6,38688.9,6,0,0
533245,1816,407,0,2,4236.0,22259.5,2,5,74559592
416333,1413,1740,0,3,14163.0,28391.7,1,0,0
3562688,977,668,0,0,150.9,33981.7,7,0,0
3564806,1040,1611,0,0,199.2,37846.4,7,0,0
3531455,33,1307,0,0,284.7,67684.5,7,0,0
387001,1315,1076,2,1,3160.0,34851.5,3,7,4333562
1427245,4863,1653,2,1,6036.0,89360.7,0,9,66434705
763618,2608,1714,0,3,8572.0,36626.3,1,0,0
19833,67,1068,0,2,62235.0,89068.8,1,4,15195447
659141,2250,2108,0,3,21623.0,80658.5,1,0,0
1282040,4385,446,2,4,21900.0,50462.0,1,0,0
447294,1519,1413,0,3,20890.0,76323.6,1,0,0
218415,742,1338,2,4,14.6,18654.7,6,0,0
1058285,3618,1320,0,3,16937.0,48682.7,1,0,0
1062205,3629,1894,2,1,368.0,23787.4,0,9,11967546
852993,2907,1739,0,2,6891.0,25889.5,2,2,80834906
622792,2124,613,2,1,287.0,35492.1,0,6,31666642
3162016,10493,1840,2,4,5400.0,61520.7,1,0,0
770181,2628,2147,1,4,14483.0,9445.7,1,0,0
1307178,4463,1565,2,4,6900.0,28242.5,1,0,0
255611,878,1580,2,4,14.6,37866.1,6,0,0
835490,2842,756,2,4,270.0,19396.6,1,0,0
131444,441,1077,2,4,6600.0,58702.4,1,0,0
1197570,4099,1825,2,4,14.6,31535.2,6,0,0
220294,748,607,2,4,14.6,32931.0,6,0,0
437245,1485,1431,2,4,1000.0,74224.1,1,0,0
2287765,7546,917,0,2,20975.0,58039.5,1,5,77411937
170301,572,679,0,3,19802.0,48970.2,1,0,0
2579265,8519,1291,2,4,6800.0,76015.4,1,0,0
303825,1035,1808,2,1,2194.0,35823.6,5,2,68746489
720997,2469,1976,2,4,14.6,19137.5,6,0,0
222751,757,1276,2,4,14.6,51362.1,6,0,0
332637,1132,1146,2,4,7500.0,48826.9,1,0,0
278797,954,1744,2,4,4800.0,38251.4,1,0,0
240838,822,1621,0,2,6911.0,28333.3,2,8,44182992
278372,953,1618,2,1,1768.0,37250.1,5,8,93842464
970758,3308,1834,0,3,14933.0,32509.5,1,0,0
3609036,2388,1856,0,0,103.9,25265.3,7,0,0
1122989,3835,1094,2,4,14.6,53906.6,6,0,0
2472816,8159,1588,2,1,3034.0,37205.8,5,12,6845528
222522,757,1955,0,3,7748.0,72907.2,1,0,0
482127,1641,1597,2,4,27000.0,34516.9,1,0,0
1111702,3796,747,2,4,2100.0,33012.6,1,0,0
3551676,640,788,0,0,96.3,23932.1,7,0,0
1140627,3899,1557,2,1,3069.0,66953.8,5,5,84541290
768560,2624,1560,2,1,10744.0,53556.2,5,1,69800835
302059,1028,1653,0,3,4100.0,17000.0,1,0,0
3640203,3312,1945,0,0,168.7,36116.3,7,0,0
404105,1375,1801,2,4,14000.0,52693.0,1,0,0
434545,1476,325,2,4,4900.0,26298.4,1,0,0
3424133,11362,1952,2,1,330.0,38823.9,3,10,40799850
943781,3219,1990,2,4,15700.0,29716.2,1,0,0
3664834,4448,698,0,0,222.3,51776.2,7,0,0
678560,2318,1469,2,4,2800.0,68703.4,1,0,0
3508996,9199,1307,0,0,63.8,27980.8,7,0,0
3680273,7123,668,0,0,175.9,41951.3,7,0,0
431300,1465,1827,2,4,690.0,26446.4,1,0,0
562112,1912,2079,2,1,3232.0,36259.0,5,1,72722065
412137,1402,515,2,4,14.6,24194.8,6,0,0
957575,3261,877,2,4,1500.0,29081.4,1,0,0
3594251,1928,1976,0,0,41.5,24182.9,7,0,0
892567,3042,859,2,1,3459.0,21560.1,0,12,17494821
640236,2186,1471,0,2,5492.0,32413.5,2,11,28264111
735858,2513,607,2,4,14.6,22050.5,6,0,0
1081793,3694,1710,0,3,12291.0,52828.6,1,0,0
1293137,4418,1739,2,1,906.0,19057.6,3,11,51602697
182400,619,1311,2,4,24600.0,46048.0,1,0,0
1524095,5194,884,2,4,36700.0,95196.4,1,0,0
