trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
712361,2435,1980,0,3,31664.0,91706.3,1,0,0
3627711,2938,1550,0,0,257.4,47109.0,7,0,0
62881,208,1593,2,1,986.0,50633.2,3,11,98481541
3636489,3213,303,0,0,60.9,14810.1,7,0,0
44109,148,1139,0,2,3468.0,15125.6,1,13,56731092
2699051,8931,1933,2,4,2400.0,30816.0,1,0,0
1470821,5011,1856,2,4,14.6,21237.2,6,0,0
3676283,6425,545,0,0,137.4,16796.8,7,0,0
1681900,5700,1220,2,4,8200.0,26316.9,1,0,0
577855,1967,1474,2,1,14164.0,32273.0,5,6,91595464
583536,1986,2172,0,3,18504.0,46417.1,1,0,0
972305,3312,1954,2,1,330.0,37905.7,3,1,79964786
841764,2865,950,2,1,2.0,47845.0,3,10,96803217
259306,887,1063,2,4,14.6,16025.2,6,0,0
1005685,3433,2172,2,1,2303.0,22621.6,5,5,6368720
97840,334,395,2,4,14.6,27015.3,6,0,0
392749,1335,1374,2,1,1044.0,31625.5,0,7,66854125
565830,1926,948,2,1,361.0,18383.1,0,9,66210120
3563534,998,1733,0,0,125.1,34380.7,7,0,0
682596,2330,1498,0,2,3395.0,23385.8,1,10,18759459
867114,2951,1388,2,4,3800.0,51430.2,1,0,0
2489708,8212,1402,0,3,11200.0,51088.7,1,0,0
100888,344,1954,2,4,4900.0,48121.8,1,0,0
641746,2190,1494,2,4,10500.0,64089.2,1,0,0
662254,2260,1125,2,4,14.6,11789.5,6,0,0
1094499,3743,1436,2,1,5478.0,22430.1,5,4,70616876
1060655,3625,1167,2,1,467.0,29638.6,0,13,6307900
1307122,4463,1794,2,4,14.6,44745.9,6,0,0
1134070,3875,2167,2,4,24000.0,81175.4,1,0,0
938076,3201,765,0,3,9376.0,22101.3,1,0,0
4842,19,2056,2,4,6200.0,14961.9,1,0,0
166007,555,1284,2,1,479.0,15061.8,0,13,19875437
2979429,9869,562,2,4,9800.0,38590.9,1,0,0
805589,2745,1892,2,1,3525.0,43094.0,0,4,33104568
969324,3303,1338,2,4,14.6,51247.8,6,0,0
1292659,4416,1487,2,5,4000.0,52305.4,1,0,0
3597710,2027,1460,0,0,77.1,17572.6,7,0,0
1814883,6148,1641,2,4,14.6,76902.8,6,0,0
3595481,1965,1429,0,0,185.0,46109.0,7,0,0
3637516,3237,2037,0,0,208.5,55503.3,7,0,0
62215,207,588,0,3,5135.0,26446.0,1,0,0
3554430,726,1825,0,0,111.9,22902.1,7,0,0
619006,2112,1550,2,4,14.6,18381.4,6,0,0
3647068,3544,1825,0,0,154.7,29448.8,7,0,0
154210,517,1079,2,4,3040.0,29217.6,1,0,0
1292140,4415,1292,2,4,7300.0,43300.1,1,0,0
179287,607,1800,2,1,2082.0,11735.3,5,6,5990779
856720,2919,1969,2,4,6400.0,20821.8,1,0,0
