trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
1321260,4511,888,2,1,3948.0,21061.3,5,12,95965677
178669,604,752,2,4,2200.0,30168.9,1,0,0
591472,2012,1368,2,4,14.6,31036.7,6,0,0
428656,1456,1992,1,4,21864.0,13768.7,1,0,0
808126,2753,1318,2,4,16800.0,35269.4,1,0,0
673708,2302,1314,2,1,1989.0,34539.7,5,13,4605699
516812,1766,1976,2,4,14.6,22517.5,6,0,0
948114,3231,1545,2,4,2480.0,19040.1,1,0,0
890658,3036,524,2,4,5200.0,30614.3,1,0,0
635783,2170,1475,2,4,1500.0,65141.2,1,0,0
535094,1822,1125,2,4,14.6,19468.7,6,0,0
42908,143,1499,0,2,4924.0,15272.0,2,1,56894928
1339444,4576,2022,2,4,7000.0,52625.6,5,0,0
961721,3277,409,0,3,16654.0,49836.7,1,0,0
1134289,3876,684,2,4,11100.0,29527.1,1,0,0
1279708,4377,1733,2,4,14.6,21833.2,6,0,0
1093323,3738,1222,2,1,5750.0,36525.9,5,3,91961931
974328,3319,900,0,3,2000.0,21140.5,1,0,0
3565910,1074,1884,0,0,265.9,65748.3,7,0,0
1061989,3629,1895,0,2,15873.0,30918.4,1,12,68042999
242929,832,1441,2,1,2135.0,16198.3,5,4,30598807
707550,2423,333,2,4,14.6,26009.6,6,0,0
1063642,3633,2141,2,4,3400.0,43383.2,1,0,0
217903,741,1781,0,3,1300.0,54602.9,1,0,0
270372,926,1838,2,4,1760.0,15881.0,1,0,0
18078,61,1504,2,1,1645.0,16633.1,5,3,20533621
25156,83,1928,2,1,2210.0,16697.1,5,1,26468819
1152180,3940,1393,1,4,24161.0,36386.2,1,0,0
404026,1375,1094,2,4,14.6,46959.1,6,0,0
805098,2742,2032,2,4,6700.0,32805.6,1,0,0
804962,2742,1836,2,5,2400.0,55673.8,1,0,0
804401,2741,992,0,3,26522.0,48511.9,1,0,0
3556264,787,1915,0,0,79.3,20047.1,7,0,0
1549102,5270,132,2,4,27800.0,54415.6,1,0,0
366822,1247,1826,2,4,4200.0,61709.0,1,0,0
601299,2047,1246,2,4,14.6,33397.8,6,0,0
706098,2418,2087,2,4,45200.0,59248.5,1,0,0
1075058,3674,2056,0,3,5023.0,65701.8,1,0,0
736100,2514,1653,2,1,4001.0,66221.7,5,4,46998095
340020,1153,746,2,4,1500.0,25616.9,1,0,0
698359,2388,849,2,4,14.6,25910.1,6,0,0
500498,1705,926,2,4,5760.0,33074.9,1,0,0
7264,27,568,2,4,6000.0,29800.5,1,0,0
3655918,3796,576,0,0,107.3,25988.6,7,0,0
1074557,3672,1800,2,1,2388.0,71942.3,5,1,42041498
650479,2222,637,2,4,14.6,37959.8,6,0,0
3642792,3402,1094,0,0,177.7,26273.2,7,0,0
387135,1315,1884,2,4,14.6,34976.8,6,0,0
684598,2336,729,2,4,14.6,22871.4,6,0,0
562996,1915,1794,2,4,14.6,12809.4,6,0,0
3666605,4715,1764,0,0,180.8,28025.1,7,0,0
1054786,3608,721,2,4,5800.0,32388.2,1,0,0
70490,235,1412,2,1,895.0,24136.7,1,7,79934978
1082752,3697,178,2,4,7300.0,29474.4,1,0,0
509407,1743,1257,2,1,2279.0,32616.8,5,3,61555409
1170688,4014,1850,0,3,6213.0,10442.1,1,0,0
981263,3348,1636,2,4,1300.0,44383.1,1,0,0
499744,1702,1407,2,1,4689.0,24378.1,5,9,43392902
3515383,9833,1185,0,0,174.4,36253.5,7,0,0
1005720,3433,1825,2,4,14.6,18601.6,6,0,0
3598773,2063,1460,0,0,138.4,33043.9,7,0,0
836354,2847,1619,2,4,8700.0,46959.9,1,0,0
3595689,1970,607,0,0,254.4,62826.5,7,0,0
325018,1109,1294,2,4,15100.0,43971.2,1,0,0
542818,1846,1071,2,4,1290.0,13140.4,1,0,0
991864,3383,1900,0,3,1600.0,38793.9,1,0,0
93088,317,656,2,4,1360.0,21345.8,1,0,0
152501,510,793,2,1,1043.0,22318.1,3,4,56986600
32332,104,1349,2,1,578.0,17557.6,1,7,82782172
849021,2893,1616,0,2,3382.0,18811.9,1,4,14506274
1265606,4328,1154,2,4,14.6,26510.1,6,0,0
3605745,2291,1825,0,0,67.5,13853.2,7,0,0
303307,1032,470,2,4,7800.0,91063.0,1,0,0
1211158,4144,1530,2,1,8753.0,80939.7,5,12,44854801
127960,429,1013,0,3,18397.0,38047.0,1,0,0
3535924,165,819,0,0,123.0,28602.7,7,0,0
419210,1421,1722,2,4,5900.0,48243.7,1,0,0
798627,2722,1952,0,2,5820.0,30043.4,2,1,58120417
1055442,3609,1843,2,5,2500.0,68934.8,1,0,0
2874771,9513,1437,2,4,3840.0,32191.9,1,0,0
3447721,2175,729,0,0,287.3,60334.1,7,0,0
405164,1378,2132,2,4,19000.0,75124.9,1,0,0
479183,1633,1838,2,1,2145.0,30615.4,5,2,27727192
127965,429,1165,0,3,18397.0,47365.9,1,0,0
276045,944,2166,2,4,10100.0,28346.6,1,0,0
227683,773,2089,2,4,4000.0,67222.2,1,0,0
3608437,2374,1276,0,0,67.6,16792.0,7,0,0
1644333,5574,1851,2,4,3900.0,46588.3,1,0,0
294251,1005,1918,2,4,9900.0,75979.5,1,0,0
3632099,3072,1856,0,0,118.5,27808.6,7,0,0
820229,2793,2167,0,2,3452.0,25874.8,1,2,61004811
677599,2315,708,2,1,1673.0,29361.1,5,12,82363116
2581,10,1473,0,3,17686.0,65694.1,1,0,0
3596277,1986,1246,0,0,113.2,22591.6,7,0,0
973675,3317,2098,2,4,14.6,16382.9,6,0,0
745151,2543,1711,2,1,2145.0,51720.2,5,4,60684478
2782094,9208,2144,0,3,1700.0,18080.6,1,0,0
2930039,9703,423,2,4,14.6,26815.2,6,0,0
430830,1463,1580,2,4,14.6,24419.3,6,0,0
695852,2379,1803,2,1,3190.0,11918.8,5,1,13537359
1614948,5483,258,2,4,4500.0,38967.8,1,0,0
1208657,4134,1800,1,4,4957.0,64656.4,1,0,0
3523238,10663,1856,0,0,138.7,25960.3,7,0,0
932364,3180,2109,2,1,1954.0,24362.7,0,2,25152552
312135,1065,1095,2,4,1150.0,37894.5,1,0,0
282592,969,849,2,4,14.6,66876.3,6,0,0
796825,2714,1199,0,3,1300.0,72589.7,1,0,0
87696,293,1814,2,4,3720.0,40662.0,1,0,0
852274,2904,1429,2,4,14.6,40950.9,6,0,0
219880,747,1125,2,4,14.6,15940.5,6,0,0
747478,2550,2074,0,3,15429.0,81918.6,1,0,0
1503472,5126,1592,2,1,424.0,26365.5,8,4,96935939
