trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
1198,0,3,7699.4,13589.4,1,0,0
2038,0,2,5381.7,23382.8,2,6,46405148
1989,0,3,11551.1,35393.2,1,0,0
1491,2,4,16537.2,55876.6,1,0,0
1963,2,4,7999.8,20929.6,1,0,0
1135,2,4,4778.9,28683.5,1,0,0
2051,0,0,99.4,22840.6,7,0,0
1063,2,4,14.6,15191.5,6,0,0
555,0,2,6002.2,22616.4,2,3,51934196
1519,0,2,3104.3,23153.7,1,5,21666228
2051,0,2,34150.5,27037.8,1,11,98018570
1703,0,0,205.8,57044.0,7,0,0
1246,2,4,14146.1,64566.7,1,0,0
1399,2,1,6632.1,58334.4,0,7,36389350
717,2,4,15150.7,30872.6,1,0,0
2158,2,4,12619.5,61144.7,1,0,0
1738,2,4,14.6,39457.7,6,0,0
1944,2,4,4711.4,49107.2,1,0,0
1775,2,1,2493.4,42905.9,5,1,15791758
1215,2,4,5759.3,46186.1,1,0,0
1984,2,1,3158.5,21524.1,5,13,70849790
1683,0,0,66.4,26891.7,7,0,0
2006,2,4,14.6,32824.0,6,0,0
1646,0,0,195.3,43671.3,7,0,0
2101,2,1,5003.4,11926.4,0,10,75967880
1186,2,4,14.6,25802.1,6,0,0
1570,2,4,1546.5,38865.2,1,0,0
1193,0,0,53.4,12701.3,7,0,0
1617,2,4,237.2,3728.5,1,0,0
473,0,0,237.0,64814.0,7,0,0
698,2,4,14.6,39106.4,6,0,0
1585,0,0,199.0,52482.2,7,0,0
2163,2,4,34096.4,63342.3,1,0,0
2175,0,3,17408.5,43919.9,1,0,0
1504,2,1,7448.2,67180.5,5,12,74583800
2144,0,2,20807.1,51092.8,1,9,28889104
1218,2,1,1983.9,20673.1,0,7,47385964
1094,2,1,13253.1,53067.0,5,5,65563304
1368,1,4,17306.5,36427.7,1,0,0
1700,2,1,7834.8,31659.6,5,9,34825860
937,0,0,153.0,39442.6,7,0,0
1048,2,4,14.6,30656.0,6,0,0
1580,0,0,94.2,17070.6,7,0,0
2006,2,1,7317.8,19579.3,5,12,50516804
2055,2,5,1300.0,25658.1,1,0,0
923,2,4,14.6,39522.0,6,0,0
1837,2,1,4603.2,34743.4,5,12,83582430
1411,0,2,20629.8,37676.8,1,8,99964010
1440,0,3,14580.6,78333.9,1,0,0
1976,0,0,121.9,26521.0,7,0,0
556,2,4,19890.4,45231.1,1,0,0
1430,0,0,73.0,18869.8,7,0,0
983,0,0,138.5,26954.6,7,0,0
1641,2,1,6390.3,63511.2,5,6,13236199
2129,0,2,20028.2,45926.7,1,10,41866904
1361,0,3,34355.3,60413.7,1,0,0
1472,2,1,1637.1,29026.5,5,2,56516460
910,0,3,23757.9,52907.0,1,0,0
1611,0,0,265.5,77106.7,7,0,0
1651,2,4,14.6,51442.4,6,0,0
918,0,0,165.6,31377.3,7,0,0
1674,2,1,7851.5,74922.9,5,9,52437160
1984,2,1,3126.3,12209.7,5,3,79847310
969,2,4,35761.6,67244.5,1,0,0
2045,0,3,6795.1,73127.4,1,0,0
1434,0,3,14444.5,53959.6,1,0,0
637,2,1,2650.0,21846.9,5,9,57237020
1059,2,4,2900.0,30506.3,1,0,0
2111,2,4,14.6,25888.4,6,0,0
1125,2,1,3333.3,30296.4,1,5,27270004
1175,2,1,300.0,30558.1,3,10,83589130
647,2,1,370.7,60027.1,3,8,89652270
1651,2,4,8104.3,32310.8,1,0,0
1770,0,3,803.0,18481.5,1,0,0
1163,2,4,20769.7,98564.2,1,0,0
1915,2,4,1327.9,2312.6,1,0,0
1396,2,1,1620.1,25064.2,5,3,19392640
1984,2,1,5100.0,74686.6,5,12,51181310
1733,0,0,170.3,54491.6,7,0,0
1522,2,4,14.6,35342.7,6,0,0
1807,0,3,1274.1,14054.6,1,0,0
1830,2,1,175.4,47465.2,3,5,92045810
1638,2,1,1000.0,51130.8,5,13,0
1756,2,4,493.0,18037.7,1,0,0
2110,0,0,140.6,36559.6,7,0,0
1125,0,3,30153.1,67583.5,1,0,0
1221,2,1,1495.9,30203.9,3,9,7054300
840,2,1,2099.4,19444.4,3,11,28080060
1740,2,4,14.6,16490.0,6,0,0
1519,0,0,72.5,23145.4,7,0,0
1856,2,4,7212.0,23724.4,1,0,0
770,0,0,181.5,42237.7,7,0,0
1892,0,3,22070.9,72286.3,1,0,0
1611,0,0,174.0,43782.0,7,0,0
2041,0,2,3197.1,38477.5,1,7,12842433
1893,2,4,324.2,40984.0,1,0,0
1753,0,3,10121.9,29906.0,1,0,0
1536,0,0,14.6,34925.5,7,0,0
1798,2,1,13180.4,80480.3,5,5,65682036
1620,0,0,153.6,27618.7,7,0,0
462,2,4,270.4,15765.5,1,0,0
693,2,1,5026.8,47276.6,0,13,63673820
1512,2,4,9716.6,13556.1,1,0,0
1772,2,4,14.6,18823.3,6,0,0
1262,2,1,1800.0,16484.6,0,3,58991412
390,2,4,5621.0,33158.6,1,0,0
1884,0,3,321.1,47299.2,1,0,0
1071,0,0,116.3,35130.6,7,0,0
1474,0,3,21253.0,65638.3,1,0,0
1460,0,2,5052.0,26129.4,2,8,85759384
1503,0,3,38271.1,121768.7,1,0,0
1580,0,0,125.1,36768.9,7,0,0
1884,2,4,52.9,42030.9,6,0,0
2110,2,4,14.6,6893.6,6,0,0
2039,2,4,6299.8,30040.2,1,0,0
1631,0,0,178.7,40836.0,7,0,0
889,2,4,13842.3,13940.5,1,0,0
1401,2,1,437.2,19473.6,0,7,21522770
1733,2,4,3216.8,34921.5,1,0,0
2184,2,4,1370.6,51108.5,1,0,0
1995,2,4,5902.2,14829.4,1,0,0
1528,2,1,9839.3,57691.3,5,10,41762000
1837,2,4,6395.3,35873.5,1,0,0
1882,2,1,7521.1,70823.7,5,3,74532980
882,2,1,2200.0,15716.0,3,6,70232290
2087,2,4,9431.2,26896.8,1,0,0
2039,0,2,2900.0,30642.9,1,10,0
557,2,1,6103.0,35673.6,5,3,95869840
1132,2,4,1481.9,20870.3,1,0,0
1745,2,1,637.6,37159.6,0,1,25692108
1011,2,4,2378.0,28409.2,1,0,0
2190,0,0,83.3,21174.6,7,0,0
1491,2,1,155.7,34801.6,3,11,35654596
1115,2,4,14.6,50088.3,6,0,0
1388,2,4,14.6,27583.6,6,0,0
1973,0,2,3360.1,36382.2,1,11,47548770
1666,2,4,14.6,19121.4,6,0,0
1165,0,0,148.1,30782.7,7,0,0
1279,2,4,14.6,53957.2,6,0,0
2047,2,4,14.6,41058.4,6,0,0
696,0,0,97.0,22142.6,7,0,0
1856,2,1,2309.7,30765.3,5,5,76261500
1127,2,4,417.0,21015.1,1,0,0
1650,2,1,4264.0,49092.5,5,7,42837970
1731,2,4,3919.0,38232.7,1,0,0
1277,2,1,1014.1,25304.8,5,2,10135012
1984,0,0,73.8,12759.2,7,0,0
799,2,4,14.6,16718.8,6,0,0
1576,2,1,178.7,61777.8,3,6,86924160
1915,0,0,46.9,13568.7,7,0,0
1856,2,1,1329.6,30849.0,5,13,36303590
1071,0,2,3239.0,18825.4,1,1,94564616
1764,0,2,5940.6,20941.4,2,9,78805280
1319,0,2,5805.2,20993.5,2,9,91220720
1618,2,4,3117.0,19519.2,1,0,0
1611,2,4,1399.5,21814.8,1,0,0
1338,2,4,14.6,46616.9,6,0,0
1073,0,3,2700.0,30802.5,1,0,0
1429,2,4,75.2,107518.0,6,0,0
1276,2,4,229.6,16139.3,1,0,0
1771,2,1,778.6,17714.4,3,4,15347156
1703,0,0,119.5,29565.7,7,0,0
364,2,4,21916.6,29651.2,1,0,0
2037,0,0,110.6,19972.0,7,0,0
1555,2,1,4372.0,71178.6,5,7,14906473
416,2,4,6094.6,23162.7,1,0,0
1743,2,1,3900.0,22284.6,5,9,63027972
992,0,3,40573.3,72854.2,1,0,0
1231,0,2,4366.3,15511.0,2,10,83994210
1741,0,3,9137.4,38066.7,1,0,0
1961,2,1,1100.0,24227.3,5,12,50359932
1477,2,4,14.6,21425.2,6,0,0
1381,0,2,4611.9,19161.2,2,8,10004482
629,2,4,5695.3,23975.8,1,0,0
1641,2,4,14.6,8256.0,6,0,0
1850,2,4,1667.0,18314.9,1,0,0
1887,2,4,19639.1,5529.2,1,0,0
878,2,4,14.6,31313.4,6,0,0
2125,2,1,519.6,17619.6,0,1,34875170
1611,2,4,102.0,65382.8,1,0,0
2129,2,1,2669.4,12086.6,5,5,77144216
1640,2,4,1186.5,26294.9,1,0,0
2100,2,4,5221.2,59713.0,1,0,0
1813,2,4,7332.3,25628.6,1,0,0
1945,2,4,7200.0,31157.9,1,0,0
2172,2,4,15191.6,16483.8,1,0,0
1307,0,0,146.4,30479.8,7,0,0
1094,0,3,22630.9,55472.7,1,0,0
1858,2,4,1200.0,17878.0,1,0,0
1470,2,4,10464.2,77007.4,1,0,0
1854,1,4,2034.6,16411.2,1,0,0
330,2,4,14.6,30488.3,6,0,0
1865,0,3,11245.6,62683.9,1,0,0
3,0,3,8128.4,32935.7,1,0,0
941,0,3,30288.9,80640.5,1,0,0
1742,2,4,34556.3,54328.0,1,0,0
1642,2,1,893.9,21801.9,5,10,61443390
1958,0,3,25505.0,70598.6,1,0,0
375,2,4,14.6,48816.6,6,0,0
1135,2,4,2893.3,37611.0,1,0,0
1831,2,4,14.6,17222.9,6,0,0
389,0,3,186.1,34310.9,1,0,0
1445,2,1,3301.4,28415.0,5,11,2805411
1584,2,4,9158.2,26809.6,1,0,0
179,0,3,15787.1,29349.9,1,0,0
1525,2,4,5030.7,39191.6,1,0,0
1806,0,0,385.8,60954.2,7,0,0
576,2,4,16518.4,40278.5,1,0,0
2037,2,4,14.6,10575.2,6,0,0
2037,2,4,1974.8,40615.0,1,0,0
875,2,4,14.6,68534.2,6,0,0
523,0,3,21003.8,89648.9,1,0,0
1218,2,4,12014.5,40748.0,1,0,0
2068,2,1,9436.5,42074.3,5,2,91922990
120,0,3,6351.9,9184.4,1,0,0
1480,2,1,2221.7,38571.0,5,4,44659384
1714,0,3,6000.2,28398.5,1,0,0
1954,2,4,2295.5,63512.9,1,0,0
1201,0,0,126.2,30843.6,7,0,0
678,0,3,8358.3,29928.3,1,0,0
1373,0,0,100.0,28712.2,7,0,0
1276,2,1,5777.2,32625.0,5,2,9460953
1460,0,3,206.6,29419.3,1,0,0
1103,2,4,94.2,24704.2,6,0,0
1060,0,2,2505.7,15892.8,1,1,52803668
1296,2,4,1384.9,24716.6,1,0,0
