trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
101281,345,863,2,4,6400.0,31290.1,1,0,0
45029,151,1772,0,3,4619.0,20681.3,1,0,0
278661,954,1252,2,1,357.0,31478.7,5,12,698990
3660761,3948,849,0,0,161.9,40492.6,7,0,0
2895484,9591,430,0,3,8213.0,42704.2,1,0,0
909240,3096,1709,2,4,15200.0,22656.3,1,0,0
415204,1410,1603,2,4,10000.0,72829.1,1,0,0
179128,606,2168,2,1,1071.0,71098.4,0,4,57793295
551650,1878,910,2,4,30.0,19320.7,6,0,0
512054,1752,1764,2,4,14.6,38150.5,6,0,0
2797088,9263,1619,2,1,62.0,12921.0,0,10,63701718
2036751,6902,1683,2,1,827.0,43231.1,0,13,4458135
700898,2398,1964,2,4,2000.0,42669.1,1,0,0
3593074,1897,1338,0,0,202.7,92726.7,7,0,0
439628,1495,1404,0,3,24319.0,70733.3,1,0,0
55456,186,2149,0,3,30200.0,162313.6,1,0,0
344091,1166,350,2,4,13900.0,36938.9,1,0,0
604368,2057,2017,2,1,769.0,74286.9,3,6,24007451
3570638,1215,1550,0,0,19.1,6192.1,7,0,0
122253,411,317,0,3,18497.0,45027.5,1,0,0
518688,1771,176,2,4,3200.0,25499.3,1,0,0
1425914,4858,1662,2,4,8300.0,34200.0,1,0,0
354910,1203,1467,2,1,346.0,58499.6,0,3,31680542
264253,902,1649,2,4,9300.0,19769.1,1,0,0
1053662,3604,1276,2,4,14.6,24384.2,6,0,0
975406,3323,1846,2,4,2880.0,40745.9,1,0,0
633359,2163,1290,2,1,2403.0,54395.4,5,6,45403152
723606,2477,2015,2,1,3096.0,11967.6,5,3,3161973
1245447,4260,739,2,1,12006.0,12372.3,5,8,18079054
607382,2068,463,0,2,3937.0,28095.6,1,1,42463767
1099929,3757,2079,2,1,987.0,33236.4,5,6,350499
520240,1776,2180,2,4,2600.0,39578.7,1,0,0
1093496,3738,1052,2,4,11200.0,43813.3,1,0,0
675476,2307,2043,2,1,3336.0,11553.6,5,8,60090291
355961,1206,2016,0,2,5383.0,20646.7,2,13,91859644
2465964,8132,2129,2,4,30.0,111297.5,6,0,0
147616,494,402,2,1,8728.0,13946.3,5,4,24389368
725080,2482,1198,2,1,127.0,23764.6,0,6,67559063
440674,1497,685,2,4,1600.0,26481.3,1,0,0
997859,3407,1839,2,4,8400.0,20768.6,1,0,0
895879,3053,2141,2,1,3790.0,70425.4,5,8,23890793
1083721,3701,1100,2,4,4800.0,35789.2,1,0,0
932543,3181,1017,0,3,1300.0,23226.5,1,0,0
1946074,6592,1491,2,4,14.6,55833.6,6,0,0
3527501,11079,1733,0,0,338.3,67216.4,7,0,0
3575047,1357,1154,0,0,101.4,28496.1,7,0,0
181852,617,1884,2,4,14.6,32881.4,6,0,0
3641111,3348,1550,0,0,213.8,46787.9,7,0,0
3447699,2144,2159,0,0,365.0,72847.7,7,0,0
513199,1756,2109,0,3,18391.0,72112.4,1,0,0
1049895,3592,405,0,2,6007.0,27402.6,2,7,73166322
1027745,3510,419,0,3,47608.0,140305.7,1,0,0
2119343,7176,2049,2,1,3399.0,43536.7,8,2,11141997
3651851,3682,698,0,0,123.1,31153.4,7,0,0
1063198,3631,1833,2,1,3407.0,49889.8,5,9,14763951
2944523,9750,1970,2,4,28200.0,40645.3,1,0,0
1506010,5133,1557,2,4,20000.0,35699.8,1,0,0
957291,3261,890,2,1,3647.0,30975.3,5,12,93776452
217976,741,1796,2,4,1700.0,72195.1,1,0,0
339110,1151,954,0,3,24015.0,49560.9,1,0,0
1163585,3983,1951,0,3,14626.0,51174.2,1,0,0
989428,3372,1800,2,4,11100.0,65474.0,1,0,0
2862258,9472,658,2,4,2500.0,73091.1,1,0,0
3474455,8316,1491,0,0,309.9,78195.1,7,0,0
84685,283,1848,2,4,1050.0,24327.7,1,0,0
152421,510,559,2,1,1319.0,46115.3,0,11,64973693
841418,2864,1775,2,1,413.0,26964.5,0,6,14610875
1038548,3552,1285,0,3,11473.0,40553.0,1,0,0
523336,1786,2106,2,1,8818.0,65124.4,5,9,45089298
109471,370,529,0,2,3113.0,13152.0,1,8,86727231
847367,2885,2037,2,4,14.6,60335.1,6,0,0
3591551,1847,1338,0,0,89.6,27274.1,7,0,0
758362,2586,1804,2,4,6300.0,27757.0,1,0,0
294959,1006,1033,2,4,14.6,33364.4,6,0,0
597957,2035,1594,2,1,93.0,31639.5,0,12,54719960
350899,1192,1287,0,3,11611.0,41789.0,1,0,0
1166328,3997,1653,2,4,2000.0,34267.1,1,0,0
254164,871,1940,2,4,19900.0,22969.3,1,0,0
3646415,3524,1884,0,0,54.0,12995.1,7,0,0
690659,2360,1413,0,3,20174.0,50638.0,1,0,0
397255,1352,1014,2,1,2976.0,67577.2,5,4,58356165
119651,401,2173,2,1,1769.0,37608.2,0,3,88922524
3460543,1935,2068,0,0,153.5,85541.3,7,0,0
3585648,1678,1307,0,0,236.3,58364.4,7,0,0
2061193,6985,1945,2,4,14.6,70128.6,6,0,0
910773,3104,1654,0,2,3006.0,25787.3,1,7,80380326
3281863,10904,1019,2,4,1300.0,22385.3,1,0,0
2968902,9833,500,2,4,8800.0,58130.1,1,0,0
2715960,8982,357,2,4,14200.0,42299.7,1,0,0
566639,1929,1797,2,4,300.0,42596.9,1,0,0
3235440,10738,429,2,1,186.0,15097.4,5,2,73939931
3498270,8260,1915,0,0,225.0,61159.2,7,0,0
209613,711,1825,2,4,14.6,45146.1,6,0,0
3581499,1554,1276,0,0,243.0,49459.9,7,0,0
303167,1032,1099,0,2,49765.0,96927.8,1,4,43027007
122476,411,242,2,4,14.6,44613.7,6,0,0
823671,2806,1987,2,1,5068.0,39571.4,5,7,74175697
539826,1835,925,2,4,3200.0,40290.1,1,0,0
3660111,3927,1094,0,0,104.8,23950.3,7,0,0
109069,368,2159,2,4,14.6,25852.8,6,0,0
1215073,4159,750,2,4,1050.0,20669.3,1,0,0
234100,797,1815,2,4,5700.0,39002.4,1,0,0
499837,1702,972,2,4,14.6,29537.7,6,0,0
1098057,3751,1997,2,4,35800.0,26779.6,1,0,0
820042,2792,1468,2,4,810.0,30348.0,1,0,0
293735,1004,1949,0,3,23705.0,40097.3,1,0,0
3658273,3869,1945,0,0,404.9,75807.9,7,0,0
19825,67,824,0,2,41490.0,74327.1,1,4,15195447
102481,348,1888,2,4,7300.0,35840.8,1,0,0
934009,3186,1099,2,4,1500.0,41062.2,1,0,0
205064,697,859,2,1,6372.0,39958.8,5,10,77658992
1876339,6353,512,2,4,1100.0,44271.2,1,0,0
772012,2635,2013,0,2,30058.0,65101.2,1,6,50294643
608207,2070,2173,0,3,18207.0,69319.2,1,0,0
3662957,4131,760,0,0,138.5,19833.3,7,0,0
808201,2754,1441,0,2,62868.0,82155.6,1,6,61082714
2127554,7203,834,2,4,15400.0,36266.9,1,0,0
3609033,2388,1764,0,0,93.7,23252.5,7,0,0
1063866,3635,1621,0,2,3808.0,21829.0,1,5,99726712
3555216,750,1307,0,0,169.4,36994.5,7,0,0
111057,375,1764,2,4,14.6,24172.7,6,0,0
868991,2959,2129,2,4,14.6,20429.5,6,0,0
819058,2789,1222,0,3,12750.0,57030.0,1,0,0
139052,465,698,2,4,14.6,30406.4,6,0,0
1137871,3888,896,2,4,600.0,20600.0,1,0,0
3633260,3113,423,0,0,162.4,38502.0,7,0,0
59527,198,1281,2,1,2166.0,25849.9,0,9,64557379
826862,2817,1498,0,3,13672.0,48879.9,1,0,0
452094,1536,1637,2,4,53400.0,26538.2,1,0,0
167590,560,1051,2,4,6200.0,31218.9,1,0,0
133445,446,1905,2,4,16200.0,21823.8,1,0,0
1087142,3714,2012,2,1,3217.0,27585.6,5,12,44852805
3649174,3604,2037,0,0,137.4,34432.7,7,0,0
3627028,2919,1794,0,0,81.9,22397.2,7,0,0
2736319,9052,2159,2,4,100.0,15977.5,6,0,0
198414,672,1694,0,3,6300.0,22600.0,1,0,0
1118619,3821,1503,2,4,3400.0,20066.3,1,0,0
924896,3152,742,2,1,6339.0,17325.7,5,6,22302586
670311,2288,1593,2,1,5411.0,55503.9,5,1,28359425
413119,1404,1469,2,4,7800.0,76178.7,1,0,0
861184,2933,1493,0,3,33361.0,63630.8,1,0,0
3635896,3195,910,0,0,127.2,28666.7,7,0,0
1921253,6511,1677,1,4,12402.0,6458.3,1,0,0
119214,400,773,2,4,1700.0,35493.2,1,0,0
483534,1645,1915,2,4,14.6,44787.1,6,0,0
580458,1975,757,2,4,2300.0,36175.8,1,0,0
720189,2466,1836,2,4,1680.0,55721.0,1,0,0
618115,2109,1607,0,3,3900.0,49564.6,1,0,0
635321,2169,1985,0,3,34570.0,55482.6,1,0,0
263586,901,746,2,4,2000.0,21638.1,1,0,0
810581,2762,1669,2,4,14700.0,67802.7,1,0,0
3461200,2077,1491,0,0,96.0,19274.3,7,0,0
308607,1052,408,0,3,1400.0,28113.3,1,0,0
205073,697,1135,2,1,6372.0,40433.9,5,10,77658992
3605412,2279,1429,0,0,8.3,29746.3,7,0,0
3630127,3013,2037,0,0,58.0,13767.5,7,0,0
475354,1620,1575,2,4,2720.0,18473.7,1,0,0
911877,3108,1945,2,4,14.6,14450.5,6,0,0
948828,3234,1922,2,1,2659.0,11721.4,5,11,99641459
1114647,3807,1921,2,1,4828.0,56704.4,5,4,5179399
380291,1292,2103,2,1,221.0,61636.6,3,6,75588404
3448588,3018,1550,0,0,158.5,83017.4,7,0,0
808716,2755,1976,2,4,14.6,18725.9,6,0,0
207691,704,1500,2,4,6500.0,16072.5,1,0,0
156049,522,1529,2,1,77.0,30629.7,5,12,31764650
3577954,1445,1976,0,0,110.3,26067.4,7,0,0
465110,1583,1238,0,3,11202.0,51092.3,1,0,0
2452010,8085,1559,2,1,916.0,3869.3,5,6,18004334
3578125,1450,1399,0,0,134.4,33564.1,7,0,0
2415244,7965,1399,2,4,14.6,32738.4,6,0,0
1310843,4476,1828,2,4,840.0,20847.1,1,0,0
368349,1252,2140,0,2,24688.0,59105.3,1,7,28461086
3620174,2712,668,0,0,116.4,25479.7,7,0,0
861820,2934,2045,2,5,3300.0,38316.9,1,0,0
371652,1266,1472,2,4,6720.0,40695.7,1,0,0
890016,3035,1557,2,1,7524.0,26705.3,5,6,58785599
766341,2617,1075,2,1,1867.0,21152.9,0,8,4205275
2731957,9037,1614,2,4,5900.0,11429.9,1,0,0
280098,959,1491,2,4,14.6,18427.6,6,0,0
1099439,3755,1804,2,4,11600.0,29838.6,1,0,0
589607,2008,1316,0,3,12440.0,66470.5,1,0,0
1652589,5602,2129,2,4,100.0,50831.2,6,0,0
1353015,4618,2049,2,1,2778.7,53259.6,8,12,54633820
599628,2040,1331,0,3,800.0,26803.0,1,0,0
3642704,3398,2068,0,0,75.9,17708.5,7,0,0
36709,118,1979,2,4,270.0,27108.5,1,0,0
2144341,7262,1868,2,1,1221.0,36358.5,8,11,99959164
2732988,9041,699,0,3,25958.0,52727.6,1,0,0
876221,2985,2169,2,1,2113.0,16359.4,5,13,80860942
290413,995,2112,0,2,3445.0,27753.2,1,5,391650
1300722,4442,1928,2,1,8590.0,28335.3,5,2,2065778
306515,1045,2026,2,4,1520.0,14444.8,1,0,0
422906,1436,1515,0,3,5300.0,33821.0,1,0,0
3537789,220,1063,0,0,59.3,12149.6,7,0,0
3438676,624,303,0,0,21.9,16337.9,7,0,0
3536127,171,2190,0,0,67.0,15593.7,7,0,0
888761,3031,1822,2,4,800.0,16798.9,1,0,0
2592132,8564,1166,2,1,3195.0,62427.5,8,10,88073575
1146975,3923,1125,2,4,14.6,37894.8,6,0,0
756431,2581,1791,2,4,4680.0,49281.6,1,0,0
