trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
1945,2,4,14294.9,45118.3,1,0,0
1733,2,4,14.6,54507.3,6,0,0
1519,2,4,14.6,14814.1,6,0,0
2105,2,4,14.6,96307.2,6,0,0
1799,0,2,4864.2,15381.6,2,7,33993220
1320,2,1,5327.8,55715.9,5,6,31046578
1429,0,2,51071.3,109421.1,1,12,11893051
1627,0,0,249.7,98971.2,7,0,0
1374,0,3,7323.7,80576.6,1,0,0
886,2,4,799.1,31533.6,1,0,0
1500,0,3,7177.4,85793.8,1,0,0
1641,0,2,3920.6,29583.2,1,5,6081171
1611,0,3,17474.0,27728.4,1,0,0
2136,2,1,11888.6,31611.2,5,6,68725800
626,0,0,176.0,38880.4,7,0,0
517,0,3,12719.7,52477.3,1,0,0
1035,0,3,22963.9,80738.9,1,0,0
1152,0,0,68.8,13834.5,7,0,0
1406,0,0,149.9,32765.0,7,0,0
1650,2,4,4075.6,29171.2,1,0,0
1803,2,1,4.5,41841.2,3,6,39332572
1683,0,0,183.4,75491.3,7,0,0
1987,2,4,14.6,85194.7,6,0,0
139,2,4,14.6,32366.0,6,0,0
1945,2,4,293.0,97877.4,1,0,0
408,2,4,1747.5,31870.3,1,0,0
1703,2,4,14.6,57317.5,6,0,0
1428,2,4,6294.4,26452.8,1,0,0
1471,2,1,2110.3,19657.0,5,5,42769636
621,2,1,1353.8,32637.4,5,3,35900616
1101,0,2,2998.0,19604.6,1,5,35881816
1976,2,1,1599.4,55626.4,5,5,27776616
1738,2,4,14.6,38616.2,6,0,0
1950,2,4,14.6,61721.7,6,0,0
1672,2,4,14.6,24287.8,6,0,0
582,2,4,14.6,31055.7,6,0,0
1990,2,4,14.6,36824.9,6,0,0
1671,2,4,14.6,33667.2,6,0,0
1519,2,4,2828.4,22060.8,1,0,0
1095,2,4,14.6,43518.1,6,0,0
2006,2,1,1800.0,21793.2,3,9,53095110
1655,2,4,800.9,34595.7,1,0,0
1476,2,4,3824.7,43035.1,1,0,0
1884,2,1,123.9,24250.3,0,10,96648740
888,2,1,5602.4,34120.4,8,4,24796938
1803,2,1,6740.6,5006.2,5,12,24412796
1706,2,4,1028.9,54249.8,1,0,0
1674,2,4,14.6,49173.9,6,0,0
462,2,1,3099.5,22793.5,5,8,41261140
1444,2,4,11147.1,20879.2,1,0,0
1584,0,0,101.3,17183.7,7,0,0
1836,0,0,80.5,21159.5,7,0,0
2109,0,0,485.3,86946.2,7,0,0
2124,2,1,897.9,22458.4,0,5,85199590
1124,0,3,18885.3,47821.5,1,0,0
1349,2,1,3093.8,26117.0,5,1,73464770
1342,0,3,2727.6,21362.6,1,0,0
615,2,4,6388.2,19604.9,1,0,0
2003,2,4,1692.1,17537.6,1,0,0
2093,0,0,169.9,46358.5,7,0,0
1567,2,4,14.6,48242.1,6,0,0
1619,2,1,237.5,67348.7,5,7,86168900
1920,2,4,14.6,62161.4,6,0,0
2129,2,4,2679.8,8169.3,1,0,0
2012,0,2,13715.3,64235.6,1,13,22548122
1672,0,3,3298.5,47960.4,1,0,0
1688,2,1,902.4,47761.5,5,8,60912108
797,0,0,131.6,48139.3,7,0,0
1967,0,0,144.8,32959.4,7,0,0
529,2,1,593.7,33540.5,0,10,65619000
1792,2,4,205.1,17937.6,1,0,0
1714,0,0,164.6,29549.8,7,0,0
2135,2,1,1208.4,119225.0,5,5,96049016
1310,2,4,14.6,17114.8,6,0,0
2076,0,3,19284.3,73295.3,1,0,0
610,2,4,6502.5,20808.9,1,0,0
1256,0,3,22157.1,72488.1,1,0,0
1856,0,0,36.8,15477.9,7,0,0
1763,2,4,20418.9,87753.5,1,0,0
2080,2,4,14.6,13010.4,6,0,0
896,0,0,284.6,56604.3,7,0,0
633,2,1,2730.9,21238.7,5,1,85896760
1482,2,4,7980.4,58943.9,1,0,0
1976,2,1,188.2,28470.9,0,13,74718760
704,0,3,14605.8,30859.0,1,0,0
