trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
97380,333,1743,2,1,72.0,19806.1,0,9,42206424
3497947,8225,1976,0,0,89.5,15843.7,7,0,0
574571,1956,1848,2,4,3240.0,27517.4,1,0,0
1007420,3440,1771,2,1,5.0,27880.2,0,1,76361179
147161,493,1040,0,3,17129.0,68324.2,1,0,0
3633028,3104,2037,0,0,141.3,29700.3,7,0,0
761267,2598,1198,2,4,5500.0,29071.0,1,0,0
1409038,4803,1592,2,1,1232.0,31749.0,8,11,17711252
841792,2865,1803,2,1,2.0,33667.7,3,10,96803217
1681044,5698,2095,2,4,3100.0,53472.7,1,0,0
3668200,4994,2129,0,0,174.0,52240.8,7,0,0
651619,2227,2158,2,4,3100.0,66362.9,1,0,0
1164668,3989,1411,2,1,2097.0,23501.6,5,2,242722
456516,1551,1981,0,2,6647.0,22996.0,2,1,38003671
352012,1196,1939,0,3,6665.0,47763.8,1,0,0
3533356,84,1672,0,0,81.8,19346.9,7,0,0
1144758,3915,841,2,4,11600.0,41796.8,1,0,0
89427,301,1832,0,2,2925.0,20961.1,1,8,57388836
328780,1121,1862,0,3,17878.0,44043.5,1,0,0
418251,1418,1620,2,4,11700.0,28604.0,1,0,0
1470843,5011,596,0,3,8100.0,8941.1,1,0,0
742884,2536,1334,2,4,2560.0,21334.5,1,0,0
176581,596,1835,2,5,3200.0,74252.6,1,0,0
388822,1322,1437,2,1,1485.0,21613.1,5,10,3167045
792831,2701,2068,2,4,14.6,42875.5,6,0,0
446989,1518,345,2,4,1400.0,68834.3,1,0,0
932457,3180,1714,2,4,11000.0,16930.4,1,0,0
3583218,1607,1399,0,0,188.1,43292.5,7,0,0
546247,1859,1774,0,2,6848.0,24085.6,2,7,81454109
417914,1417,1898,2,1,7394.0,95622.6,5,9,84443246
919216,3133,1743,2,1,6327.0,18990.6,0,10,98308729
238626,815,2096,2,4,1100.0,15468.6,1,0,0
3465471,3321,1491,0,0,224.8,77104.4,7,0,0
609785,2076,2080,0,2,6179.0,26042.8,2,9,82176673
1049254,3589,2036,0,3,13806.0,48808.2,1,0,0
849188,2893,2068,2,4,14.6,17534.0,6,0,0
3452927,5927,1125,0,0,41.6,8543.8,7,0,0
528047,1801,703,2,4,8500.0,34144.1,1,0,0
3424226,11362,1868,2,1,5392.0,21454.6,8,7,61540514
1166166,3996,1976,2,4,14.6,15979.2,6,0,0
2580513,8523,1819,2,4,8400.0,48474.0,1,0,0
3539358,268,1491,0,0,89.9,19337.7,7,0,0
530559,1809,1624,2,1,6269.0,48746.0,5,6,35650015
82211,275,1379,0,2,3390.0,20267.3,1,1,570375
1068852,3651,1166,2,4,1280.0,18882.4,1,0,0
819135,2789,1745,2,1,2965.0,69503.2,5,12,94019633
403173,1373,890,0,2,2962.0,22142.7,1,6,6256688
76784,255,1648,2,1,5323.0,31013.9,5,12,88934081
