trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
259566,888,1976,2,4,14.6,21256.4,6,0,0
2383397,7859,954,0,2,36061.0,101501.1,1,6,48783159
1069461,3653,847,2,4,16000.0,41814.8,1,0,0
858008,2925,1045,0,3,6446.0,30468.1,1,0,0
82914,277,1985,2,4,7600.0,69654.3,1,0,0
3178,12,2129,2,4,14.6,22482.3,6,0,0
204465,694,1473,0,2,6318.0,30192.2,2,5,35888862
433853,1475,1524,0,2,20551.0,41417.5,1,10,33492565
228732,776,1653,2,1,170.0,48985.5,3,5,79007082
2721999,9006,882,2,4,1800.0,85726.1,1,0,0
709206,2427,1319,2,1,5496.0,11105.2,5,2,39447444
219146,744,1033,2,4,14.6,23086.2,6,0,0
918423,3131,2048,2,1,9131.0,38147.8,5,4,1389563
3552252,655,1976,0,0,319.2,68695.0,7,0,0
3611627,2469,1764,0,0,83.5,20507.4,7,0,0
311292,1061,1870,2,4,5200.0,26402.4,1,0,0
140905,471,1164,2,1,202.0,14901.2,0,6,45840859
486263,1658,675,0,2,3184.0,21176.5,1,6,35297125
313297,1069,1101,2,4,1280.0,17121.4,1,0,0
3524686,10812,1825,0,0,257.4,65067.5,7,0,0
475094,1619,1683,2,1,3220.0,23408.9,5,10,53959548
3545877,461,545,0,0,121.5,28823.8,7,0,0
1855627,6281,1268,2,4,11100.0,18152.7,1,0,0
936796,3197,1776,2,1,2008.0,24739.4,5,9,34224891
1306667,4462,1261,0,3,5358.0,33255.7,1,0,0
257515,883,833,2,1,455.0,37699.9,3,9,20838284
372004,1267,1900,2,4,4800.0,37305.0,1,0,0
607635,2068,1591,2,1,1047.0,15985.3,3,8,17151004
690599,2359,1560,0,3,3700.0,22429.7,1,0,0
159760,535,1398,2,4,800.0,37644.6,1,0,0
257546,883,1778,2,1,455.0,38734.2,3,9,20838284
1156642,3957,1779,1,4,9337.0,45660.8,1,0,0
726977,2486,1257,2,4,14900.0,38011.5,1,0,0
453525,1540,1602,2,4,1400.0,29976.6,1,0,0
3661564,3977,1460,0,0,112.6,24580.9,7,0,0
1139454,3894,1794,2,4,14.6,36506.2,6,0,0
385937,1311,1487,2,4,900.0,12109.1,1,0,0
565261,1924,1429,2,4,14.6,27633.1,6,0,0
2412237,7957,1102,2,1,6164.0,31304.8,5,12,45545804
473400,1611,1990,2,1,3403.0,71335.1,0,5,54032
399254,1360,1324,0,3,1200.0,34359.8,1,0,0
119567,401,1803,2,1,3600.0,51483.6,5,1,66742342
1052425,3600,428,0,2,6623.0,32353.2,2,9,65717464
455992,1548,941,2,4,14.6,15614.3,6,0,0
3302975,10973,2159,2,4,30.0,34821.8,6,0,0
1039186,3554,2085,0,3,500.0,36954.8,1,0,0
3445581,492,1429,0,0,111.7,27695.2,7,0,0
884093,3011,1672,2,4,14.6,13144.6,6,0,0
677009,2313,1808,2,1,1341.0,55689.8,0,4,52766847
3198764,10613,2098,0,3,6500.0,32349.0,1,0,0
617880,2108,1621,2,1,5974.0,35443.1,5,12,52307826
1167409,4000,1112,0,3,1600.0,35807.7,1,0,0
1971380,6678,1367,2,4,6600.0,24453.0,1,0,0
3619318,2687,668,0,0,115.1,26959.9,7,0,0
681507,2326,1976,2,4,14.6,24099.0,6,0,0
2698966,8931,1647,2,1,6294.0,82371.6,0,7,66827905
122746,412,1618,2,1,8727.0,43740.4,5,12,35379701
764217,2609,345,2,4,37000.0,112565.6,1,0,0
610252,2078,615,0,3,14633.0,50108.1,1,0,0
