trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
122387,411,164,2,4,12640.0,54886.8,1,0,0
3558068,846,2006,0,0,222.2,52839.7,7,0,0
2248908,7424,1694,2,4,17800.0,37949.6,1,0,0
3547029,496,1002,0,0,105.9,22872.9,7,0,0
3597213,2012,1641,0,0,136.7,31965.5,7,0,0
581289,1978,1529,2,1,5900.0,53101.5,0,11,57071173
511350,1750,407,2,1,4028.0,42614.5,5,7,37446361
622780,2124,248,2,1,287.0,42967.7,0,6,31666642
132613,445,314,0,2,18964.0,56507.2,1,8,80365901
938997,3204,1679,2,4,8600.0,47934.3,1,0,0
895495,3051,1395,2,4,24000.0,54332.1,1,0,0
3565763,1071,484,0,0,121.9,18166.2,7,0,0
296091,1010,1311,2,4,10200.0,45509.2,1,0,0
1013329,3465,946,0,3,10324.0,44728.8,1,0,0
1101012,3760,1486,2,4,7800.0,45405.0,1,0,0
1292588,4416,1125,2,4,14.6,35496.1,6,0,0
340128,1153,1856,2,4,14.6,27046.2,6,0,0
481943,1641,2104,2,1,7532.0,93274.9,5,10,5037063
1387212,4727,1015,2,1,3580.0,35241.3,5,9,30821961
3594246,1928,1825,0,0,126.2,19094.6,7,0,0
674476,2305,403,0,2,3542.0,17124.0,1,11,49954766
1128578,3855,1906,2,4,11900.0,29529.2,1,0,0
251954,863,1744,2,1,6087.0,40821.2,5,2,35133409
1130030,3862,1711,0,3,7714.0,30315.4,1,0,0
3621018,2738,454,0,0,151.1,36272.6,7,0,0
3039574,10079,1944,0,3,8499.0,43622.2,1,0,0
2121666,7184,1104,2,1,691.0,57624.3,3,9,43513906
4280,18,754,2,4,7200.0,59244.1,1,0,0
750408,2558,2107,2,1,1982.0,17159.4,5,2,46043479
3641211,3351,1672,0,0,167.6,41242.7,7,0,0
411325,1401,1590,0,2,6850.0,44235.5,2,11,56034910
871623,2969,1955,0,3,1500.0,25400.0,1,0,0
401487,1367,1620,0,3,18028.0,39666.2,1,0,0
79471,266,1073,2,4,6300.0,63025.3,1,0,0
610566,2078,1508,2,4,4100.0,26082.0,1,0,0
442165,1503,1368,2,4,14.6,20957.5,6,0,0
1060456,3624,1389,2,4,42000.0,43880.8,1,0,0
719141,2463,1125,2,4,14.6,25542.6,6,0,0
1022192,3489,1040,0,3,16203.0,54929.6,1,0,0
1192500,4081,962,0,3,7400.0,19878.0,1,0,0
