trans_id,account_id,trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
402550,1371,1591,2,1,3074.0,19476.8,5,9,48874825
1876248,6353,2103,2,1,586.0,45359.5,5,3,55760598
3268780,10857,1703,2,4,14.6,3494.8,6,0,0
909178,3096,1825,2,4,14.6,40718.5,6,0,0
780315,2660,1339,2,4,14100.0,22761.2,1,0,0
508810,1741,1801,0,2,4785.0,31090.1,2,6,25180655
3661743,3981,1063,0,0,82.8,20617.3,7,0,0
3601444,2154,1033,0,0,90.4,22141.8,7,0,0
3403072,11295,1070,2,4,3800.0,38865.3,1,0,0
328798,1121,1816,2,5,1900.0,42692.1,1,0,0
3554975,745,1764,0,0,14.1,5852.1,7,0,0
640248,2186,1836,0,2,5492.0,21242.5,2,11,28264111
869223,2960,1373,2,1,8884.0,29687.0,5,12,53651827
451192,1534,366,2,4,1200.0,35507.0,1,0,0
314479,1073,1611,2,4,14.6,62506.1,6,0,0
538620,1831,2033,2,4,3100.0,21633.4,1,0,0
3532975,73,760,0,0,152.9,19358.0,7,0,0
1963029,6649,1976,2,4,14.6,54251.5,6,0,0
153459,514,1585,2,1,5760.0,15327.9,5,6,49346691
408616,1392,432,0,3,23179.0,55931.8,1,0,0
548003,1865,1341,2,4,1200.0,19247.9,1,0,0
512029,1752,1861,2,4,5640.0,37479.9,1,0,0
205104,697,2078,2,1,6372.0,66448.3,5,10,77658992
3569386,1174,1856,0,0,338.5,79488.9,7,0,0
784883,2674,1132,2,4,10700.0,31092.4,1,0,0
841136,2863,1681,2,1,945.0,42943.0,5,13,43436944
377317,1285,1652,0,3,19039.0,55330.1,1,0,0
831345,2830,1869,2,1,2150.0,27666.9,0,2,94782387
1852835,6273,564,0,3,34758.0,57433.4,1,0,0
903242,3078,253,0,2,3348.0,6896.0,1,10,85435038
740456,2528,495,0,2,4236.0,17359.2,2,1,44526660
1114723,3807,1154,2,4,14.6,60336.5,6,0,0
131577,441,1733,2,4,30.0,80802.7,6,0,0
526573,1797,1622,2,1,3835.0,72063.0,5,2,18348533
262662,899,1069,0,2,24399.0,55160.4,1,9,61017179
664017,2267,1077,2,4,2600.0,30780.0,1,0,0
367257,1248,1915,2,4,14.6,21531.1,6,0,0
696319,2380,1990,2,1,4206.0,28417.6,5,9,25673014
1158772,3968,1378,0,3,17528.0,56018.6,1,0,0
3597864,2032,1794,0,0,56.9,14316.6,7,0,0
46299,154,1471,2,4,5900.0,63954.1,1,0,0
556379,1893,1842,2,4,4200.0,46147.8,1,0,0
18621,62,454,2,4,14.6,19543.8,6,0,0
611019,2081,1825,2,4,14.6,31433.8,6,0,0
1013600,3465,346,2,4,7500.0,35598.4,1,0,0
1415209,4825,1119,0,3,5400.0,27561.3,1,0,0
497790,1696,1100,2,1,2159.0,15272.8,5,9,41205018
649985,2220,1330,2,4,7500.0,12899.3,1,0,0
535613,1824,1152,2,4,3120.0,52215.8,1,0,0
458673,1559,2175,2,4,21000.0,62247.0,1,0,0
3462467,2500,2068,0,0,115.3,27794.7,7,0,0
927128,3160,1870,2,1,8364.0,63629.0,5,5,5269879
1879553,6363,565,2,4,1320.0,50704.3,1,0,0
3595396,1963,1884,0,0,303.2,72025.7,7,0,0
2364118,7795,1244,2,4,27000.0,55295.4,1,0,0
706404,2419,1593,2,4,4200.0,50977.5,1,0,0
717113,2456,1041,2,4,11900.0,40279.5,1,0,0
3673706,5952,1399,0,0,276.0,63663.0,7,0,0
1099193,3755,1351,0,3,31868.0,66339.4,1,0,0
162479,543,1982,2,1,647.0,16127.8,5,3,10095620
3661410,3973,2037,0,0,89.9,21100.4,7,0,0
840260,2861,497,2,1,2613.0,22203.3,5,4,70139986
392939,1336,1710,0,3,17104.0,42495.0,1,0,0
3666665,4727,1580,0,0,198.7,37047.5,7,0,0
2820321,9337,1137,2,1,2172.0,19975.5,8,2,56037777
3640879,3338,1429,0,0,82.1,18828.8,7,0,0
808966,2757,1835,2,1,2077.0,18461.3,1,9,31494546
261841,897,1441,0,3,31527.0,67730.6,1,0,0
1365470,4659,2173,0,3,35775.0,99085.9,1,0,0
3462560,2540,1338,0,0,138.4,30986.5,7,0,0
911856,3108,1307,2,4,14.6,14413.6,6,0,0
374004,1273,1681,2,4,720.0,32663.9,1,0,0
3521143,10411,1580,0,0,191.9,48337.8,7,0,0
781774,2665,714,2,4,1650.0,26053.0,1,0,0
350926,1192,2109,0,3,11611.0,64928.9,1,0,0
485110,1652,1459,2,4,3900.0,17763.4,1,0,0
653587,2235,1317,2,1,3730.0,34565.1,5,2,65763521
3573720,1311,1550,0,0,84.6,15549.5,7,0,0
3658530,3877,2129,0,0,310.4,69729.8,7,0,0
717422,2457,1460,2,4,14.6,17109.4,6,0,0
1266363,4330,1469,2,4,3900.0,99626.1,1,0,0
2788892,9235,2138,0,3,15698.0,64805.8,1,0,0
159499,535,1318,0,3,20673.0,41222.8,1,0,0
1777855,6030,2068,2,4,1300.0,84960.3,1,0,0
451299,1534,1519,2,4,14.6,33198.2,6,0,0
1136867,3884,1434,0,3,12679.5,13379.5,1,0,0
166857,558,1479,2,4,3120.0,20740.2,1,0,0
