trans_date,trans_type,operation,amount,balance,k_symbol,bank,account
1093,2,4,21611.1,62546.1,1,0,0
1046,2,1,1259.9,13996.3,0,10,27389758
1483,2,1,1902.3,37113.0,5,8,63602576
1882,0,3,25868.4,99459.4,1,0,0
1744,2,4,11462.5,95231.7,1,0,0
2105,2,1,2250.9,82611.6,5,5,94891780
680,2,4,2372.3,31467.4,1,0,0
1632,0,0,124.8,29252.3,7,0,0
759,2,4,268.5,29486.3,1,0,0
1037,2,4,14.6,17169.3,6,0,0
1033,0,0,105.9,23587.6,7,0,0
1570,2,1,7787.2,56728.8,5,5,47641748
759,2,4,4460.3,14624.3,1,0,0
1550,0,3,188.0,15148.0,1,0,0
1064,2,4,1600.1,22026.8,1,0,0
1553,1,4,22584.0,51079.2,1,0,0
1736,0,3,8380.0,15186.9,1,0,0
1668,2,4,1444.7,30847.1,1,0,0
1976,2,4,484.9,27022.3,1,0,0
1746,2,1,2736.1,24902.8,1,2,21908802
1739,2,4,14.6,61692.1,6,0,0
1641,2,4,14.6,88678.1,6,0,0
1215,2,1,1291.3,15698.3,5,12,12953595
518,0,0,100.4,31248.5,7,0,0
1832,0,2,5470.1,31324.5,2,4,0
775,0,3,2918.2,20351.6,1,0,0
1858,0,0,280.6,74637.5,7,0,0
1580,2,4,2983.7,31449.1,1,0,0
1460,2,4,1397.4,40641.4,1,0,0
1286,2,4,153.5,18293.3,1,0,0
887,2,4,14.6,35572.5,6,0,0
1974,2,4,14.6,55665.4,6,0,0
370,2,1,9947.4,29921.1,5,4,44200330
1164,2,1,3566.4,13955.1,5,8,27627246
739,2,4,14.6,40295.9,6,0,0
1793,2,4,2406.6,54644.0,1,0,0
998,0,0,190.0,52213.7,7,0,0
1984,2,1,3221.6,12202.9,5,8,41945230
1964,0,0,565.5,85165.7,7,0,0
2100,0,2,7559.4,40526.5,1,4,1805474
1118,0,2,5497.3,25816.8,2,11,47233716
1833,0,0,139.7,34052.9,7,0,0
2098,0,0,80.0,17659.9,7,0,0
1750,2,4,2972.3,61800.7,1,0,0
551,2,4,4221.8,38016.7,1,0,0
2014,0,3,9463.9,79718.8,1,0,0
1093,2,4,717.6,93440.2,1,0,0
1915,0,2,3312.1,22264.8,1,9,65827416
1414,2,1,1247.6,28236.3,5,13,25205172
1207,2,4,1182.7,19175.5,1,0,0
1854,2,4,20044.8,31629.6,1,0,0
2079,0,0,151.1,36847.9,7,0,0
530,2,4,4697.8,28662.0,1,0,0
1132,2,4,14.6,21670.6,6,0,0
972,0,0,170.7,37589.0,7,0,0
1813,0,3,18261.1,66521.3,1,0,0
1833,0,3,10479.8,40055.6,1,0,0
568,2,4,2495.3,26445.6,1,0,0
954,0,0,341.4,54715.9,7,0,0
860,2,4,5934.1,26735.9,1,0,0
483,2,1,6807.9,43583.8,5,9,32502792
2100,0,2,14493.4,40071.6,1,10,86176280
1580,2,1,3073.3,44297.3,3,8,87893620
1496,2,4,3423.4,44604.8,1,0,0
1828,0,0,160.2,33864.5,7,0,0
1641,2,4,14.6,36249.3,6,0,0
2135,2,1,5092.0,73411.7,5,12,66400530
1862,2,4,26987.7,47479.9,1,0,0
1554,2,4,14.6,38302.8,6,0,0
2124,1,4,17913.7,74858.1,1,0,0
1825,2,1,6201.4,74979.9,5,5,14859797
1007,0,3,13108.2,31630.3,1,0,0
1160,0,3,14586.0,35391.5,1,0,0
363,2,4,14.6,52671.2,6,0,0
1314,2,4,3445.0,29597.0,1,0,0
1748,0,3,3673.7,41161.5,1,0,0
336,2,1,2760.8,44737.6,5,11,42645932
1278,2,4,14.6,26516.6,6,0,0
772,2,4,6126.5,29138.3,1,0,0
1436,0,0,105.5,24346.9,7,0,0
1191,2,4,1160.7,54939.2,1,0,0
1089,2,1,3043.3,87354.2,5,4,70797864
1439,0,0,188.9,36591.3,7,0,0
2038,2,1,3128.7,24723.9,5,8,90137910
935,0,3,894.3,34116.4,1,0,0
545,1,4,3164.1,67177.7,1,0,0
742,1,4,9876.2,26270.9,1,0,0
821,2,1,2332.3,27382.4,0,9,10620519
1193,0,2,38323.9,55941.6,1,6,0
740,0,0,109.7,25561.6,7,0,0
1490,2,4,18620.8,38699.1,1,0,0
1507,1,4,10576.5,17977.2,1,0,0
1890,2,4,2486.2,23378.3,1,0,0
1261,2,4,602.3,24310.9,1,0,0
1844,2,4,2493.2,21925.4,1,0,0
1081,2,4,7359.6,17990.1,1,0,0
1986,0,2,3761.7,18165.2,2,6,13265568
404,2,1,218.7,27412.8,0,4,0
1835,2,1,2368.8,23679.1,5,10,54920344
1633,2,4,14.6,25843.7,6,0,0
2095,2,4,14.6,43866.7,6,0,0
1063,2,1,5598.0,52158.4,0,3,80754776
1003,0,0,224.2,64198.8,7,0,0
1873,2,4,14.6,14017.1,6,0,0
2076,2,4,19041.3,46214.0,1,0,0
1413,0,0,139.2,26773.5,7,0,0
1807,2,4,14.6,1205.4,6,0,0
1268,2,4,3333.7,54179.9,1,0,0
1829,2,1,212.0,19184.4,0,2,18134064
1672,0,3,22274.9,41706.4,1,0,0
821,2,4,14.6,63805.4,6,0,0
1097,2,1,2701.3,35575.3,0,2,21471796
2047,0,0,224.3,60622.4,7,0,0
1917,0,3,32018.4,82336.3,1,0,0
1269,0,0,113.1,21168.0,7,0,0
367,0,3,40752.7,85054.4,1,0,0
1922,2,1,78.6,60652.9,0,10,44852836
2123,2,1,1255.0,15811.7,1,2,54573344
1063,2,4,20321.7,44308.4,1,0,0
942,0,2,29527.2,60365.5,1,5,0
1303,2,4,14.6,40122.7,6,0,0
600,2,4,14.6,59056.9,6,0,0
392,2,4,14.6,25854.6,6,0,0
1801,0,0,153.2,35917.6,7,0,0
1063,2,4,14.6,26862.1,6,0,0
1923,2,4,19347.8,36592.0,1,0,0
2172,0,0,100.0,17141.0,7,0,0
820,0,3,28550.3,75590.0,1,0,0
399,2,4,5022.4,31462.5,1,0,0
670,0,0,237.4,59208.8,7,0,0
1733,0,0,84.3,24329.4,7,0,0
1342,0,0,124.2,24280.7,7,0,0
2006,2,4,386.9,31358.5,1,0,0
2103,0,0,151.8,40990.5,7,0,0
1616,2,4,5406.3,18890.2,1,0,0
1825,0,3,17859.4,31155.8,1,0,0
573,2,4,14.6,34210.8,6,0,0
2190,0,0,288.4,54333.3,7,0,0
192,0,0,24.2,16108.6,7,0,0
2129,2,4,40078.8,61090.5,1,0,0
1387,2,1,1448.2,17926.1,5,3,20427838
1803,2,4,2302.6,19871.9,1,0,0
484,2,1,6766.4,64484.0,5,11,76171144
670,2,1,520.5,35083.8,5,5,18857734
2190,2,4,47269.8,95236.9,1,0,0
1063,2,4,2216.8,23343.3,1,0,0
1246,2,1,2378.0,19692.3,5,3,56885770
425,1,4,10402.4,47696.3,1,0,0
848,2,4,996.6,29998.8,1,0,0
1453,2,4,1415.4,49890.5,1,0,0
1097,2,4,5089.6,33616.7,1,0,0
1862,2,4,1568.9,29226.0,1,0,0
1764,0,0,265.7,71594.8,7,0,0
1856,2,4,11953.3,39450.6,1,0,0
860,2,4,5107.6,41758.1,1,0,0
1791,2,4,8776.6,68856.2,1,0,0
2129,0,0,418.3,73928.4,7,0,0
2036,2,1,4631.9,39724.0,0,12,26807638
652,0,0,14.6,12441.6,7,0,0
2098,2,1,2792.5,20431.9,5,13,39963310
1098,2,4,14.6,14530.0,6,0,0
1922,2,1,874.1,32893.3,0,8,85715140
1436,2,4,14.6,19771.9,6,0,0
1802,0,3,5999.9,58639.6,1,0,0
1712,0,0,146.3,47615.5,7,0,0
1994,0,3,27788.8,92957.3,1,0,0
1096,2,4,40706.5,70066.5,1,0,0
1465,0,0,89.8,17051.3,7,0,0
1703,2,4,3364.3,63742.9,1,0,0
2038,2,4,14.6,39008.7,6,0,0
1104,2,1,11135.5,35509.7,5,11,42936776
1320,0,0,152.2,43963.2,7,0,0
1013,0,0,221.4,91329.7,7,0,0
2158,2,4,1889.9,31895.0,1,0,0
995,0,3,21731.3,53482.9,1,0,0
517,2,4,14.6,27587.0,6,0,0
1803,2,4,250.1,27763.6,1,0,0
2064,2,1,10458.7,43975.2,5,9,77756090
1825,2,1,6188.1,60609.3,5,10,6783035
938,0,0,153.3,50538.2,7,0,0
1803,2,4,14.6,62864.3,6,0,0
1677,2,1,6045.0,53454.0,5,7,62817156
1794,2,4,33649.0,78789.4,1,0,0
1848,0,0,302.0,63650.7,7,0,0
1832,2,1,2626.5,34845.8,5,9,83423930
1794,0,2,4926.1,27957.1,2,4,99718070
1470,1,4,4515.2,20825.8,1,0,0
1273,2,4,2299.0,29746.8,1,0,0
1223,2,1,1144.1,38047.1,0,12,85434620
938,2,1,211.3,19355.1,0,11,48484290
2065,0,0,105.7,36962.2,7,0,0
1862,2,4,2465.0,70266.2,1,0,0
2109,2,1,417.7,77742.7,0,10,63987852
1709,2,4,14.6,23955.0,6,0,0
1164,1,4,6800.9,26180.7,1,0,0
1098,0,0,203.9,51556.7,7,0,0
1675,2,1,88.3,53369.8,0,11,34477696
1984,2,4,14.6,30039.9,6,0,0
2159,2,1,1221.3,54329.9,0,9,57933830
1766,0,2,11886.3,38463.3,2,8,37189130
1824,2,4,1080.1,23604.4,1,0,0
2104,0,0,257.8,64829.9,7,0,0
329,2,4,12230.1,19770.7,1,0,0
2190,0,0,261.6,54517.7,7,0,0
1550,2,1,78.2,72815.5,0,1,0
1398,0,3,16675.2,53142.5,1,0,0
1793,2,4,2118.6,21353.5,1,0,0
1350,2,1,4539.0,35743.2,5,8,94963550
2070,2,1,1738.5,38565.3,5,4,65213880
1188,2,4,14.6,25794.7,6,0,0
2159,2,4,1001.0,38453.0,1,0,0
1763,0,3,34699.4,152860.8,1,0,0
631,2,1,3155.5,57817.6,5,7,78736220
297,0,3,793.6,25333.2,1,0,0
1949,2,4,14.6,38964.3,6,0,0
1824,0,3,17400.9,69825.4,1,0,0
1315,0,0,108.1,29927.7,7,0,0
348,2,4,13082.5,40415.7,1,0,0
2190,0,0,668.0,158709.3,7,0,0
1356,0,3,787.1,12107.0,1,0,0
85,2,4,14.6,16748.4,6,0,0
